Site	AF16	DY180	DY22	ECA264	ECA3733	ECA3734	ECA3738	PB420
IV:7531066	2	2	2	2	2	2	2	2
IV:7531579	2	2	2	2	2	2	2	2
IV:7531789	2	2	2	2	2	2	2	2
IV:7531970	2	2	2	2	2	2	2	2
IV:7532475	2	2	2	2	2	2	2	2
IV:7532886	2	2	2	2	2	2	2	2
IV:7533112	2	2	2	2	2	2	2	2
IV:7533753	NA	2	2	2	2	2	2	2
IV:7533975	2	2	2	2	2	2	2	2
IV:7534067	2	2	2	2	2	2	2	2
IV:7534143	2	2	2	2	2	2	2	2
IV:7534196	2	2	2	2	2	2	2	2
IV:7534215	2	2	2	2	2	2	2	2
IV:7534233	2	2	2	2	2	2	2	2
IV:7534277	2	2	2	2	2	2	2	2
IV:7534581	2	2	2	2	2	2	2	2
IV:7535385	2	2	2	2	2	2	2	2
IV:7535460	2	2	2	2	2	2	2	2
IV:7538234	2	2	2	2	2	2	2	2
IV:7540054	2	2	2	2	2	2	2	2
IV:7540115	2	2	2	2	2	2	2	2
IV:7540632	2	2	2	2	2	2	2	2
IV:7540940	2	2	2	2	2	2	2	2
IV:7541005	2	2	2	2	2	2	2	2
IV:7541070	2	2	2	2	2	2	2	2
IV:7541426	2	2	2	2	2	2	2	2
IV:7542485	2	2	2	2	2	2	2	2
IV:7543226	2	2	2	2	2	2	2	2
IV:7543426	2	2	2	2	2	2	2	2
IV:7543487	2	2	2	2	2	2	2	2
IV:7543599	2	2	2	2	2	2	2	2
IV:7543791	2	2	2	2	2	2	2	2
IV:7544021	2	2	2	2	2	2	2	2
IV:7544030	2	2	2	2	2	2	2	2
IV:7544225	2	2	2	2	2	2	2	2
IV:7545134	2	2	2	2	2	2	2	2
IV:7545142	2	2	2	2	2	2	2	2
IV:7545298	2	2	2	2	2	2	2	2
IV:7545541	2	2	2	2	2	2	2	2
IV:7545567	2	2	2	2	2	2	2	2
IV:7545712	2	2	2	2	2	2	2	2
IV:7545725	2	2	2	2	2	2	2	2
IV:7545763	2	2	2	2	2	2	2	2
IV:7546622	2	2	2	2	2	2	2	2
IV:7546803	NA	2	2	2	2	2	2	2
IV:7546973	2	2	2	2	2	2	2	2
IV:7547151	2	2	2	2	2	2	2	2
IV:7547382	2	2	2	2	2	2	2	2
IV:7547398	2	2	2	2	2	2	2	2
IV:7547443	2	2	2	2	2	2	2	2
IV:7547491	2	2	2	2	2	2	2	2
IV:7548146	2	2	2	2	2	2	2	2
IV:7548171	2	2	2	2	2	2	2	2
IV:7548454	2	2	2	2	2	2	2	2
IV:7548540	2	2	2	2	2	2	2	2
IV:7548908	2	2	2	2	2	2	2	2
IV:7549048	2	2	2	2	2	2	2	2
IV:7549121	2	2	2	2	2	2	2	2
IV:7549157	2	2	2	2	2	2	2	2
IV:7549196	2	2	2	2	2	2	2	2
IV:7549197	2	2	2	2	2	2	2	2
IV:7549242	2	2	2	2	2	2	2	2
IV:7549264	2	2	2	2	2	2	2	2
IV:7549306	2	2	2	2	2	2	2	2
IV:7549309	2	2	2	2	2	2	2	2
IV:7549432	2	2	2	2	2	2	2	2
IV:7549469	2	2	2	2	2	2	2	2
IV:7549522	2	2	2	2	2	2	2	2
IV:7549599	2	2	2	2	2	2	2	2
IV:7549999	2	2	2	2	2	2	2	2
IV:7550007	2	2	2	2	2	2	2	2
IV:7550233	2	2	2	2	2	2	2	2
IV:7550245	2	2	2	2	2	2	2	2
IV:7550358	2	2	2	2	2	2	2	2
IV:7550475	2	2	2	2	2	2	2	2
IV:7550729	2	2	2	2	2	2	2	2
IV:7550806	2	2	2	2	2	2	2	2
IV:7550857	2	2	2	2	2	2	2	2
IV:7550874	2	2	2	2	2	2	2	2
IV:7551093	2	2	2	2	2	2	2	2
IV:7551560	2	2	2	2	2	2	2	2
IV:7551646	2	2	2	2	2	2	2	2
IV:7551987	2	2	2	2	2	2	2	2
IV:7552093	2	2	2	2	2	2	2	2
IV:7552101	2	2	2	2	2	2	2	2
IV:7552208	2	2	2	2	2	2	2	2
IV:7552248	2	2	2	2	2	2	2	2
IV:7552351	2	2	2	2	2	2	2	2
IV:7552362	2	2	2	2	2	2	2	2
IV:7552390	2	2	2	2	2	2	2	2
IV:7552519	2	2	2	2	2	2	2	2
IV:7552711	2	2	2	2	2	2	2	2
IV:7552992	2	2	2	2	2	2	2	2
IV:7553184	2	2	2	2	2	2	2	2
IV:7553388	2	2	2	2	2	2	2	2
IV:7553726	2	2	2	2	2	2	2	2
IV:7553889	2	2	2	2	2	2	2	2
IV:7554165	2	2	2	2	2	2	2	2
IV:7554191	2	2	2	2	2	2	2	2
IV:7554210	2	2	2	2	2	2	2	2
IV:7554244	2	2	2	2	2	2	2	2
IV:7554268	2	2	2	2	2	2	2	2
IV:7554510	2	2	2	2	2	2	2	2
IV:7554511	2	2	2	2	2	2	2	2
IV:7554666	2	2	2	2	2	2	2	2
IV:7554676	2	2	2	2	2	2	2	2
IV:7554814	2	2	2	2	2	2	2	2
IV:7554930	2	2	2	2	2	2	2	2
IV:7555307	2	2	2	2	2	2	2	2
IV:7555311	2	2	2	2	2	2	2	2
IV:7555518	2	NA	NA	NA	2	2	NA	2
IV:7555695	2	2	2	2	2	2	2	2
IV:7555765	2	2	2	2	2	2	2	2
IV:7555773	2	2	2	2	2	2	2	2
IV:7555918	2	2	2	2	2	2	2	2
IV:7556234	2	2	2	2	2	2	2	2
IV:7556493	2	2	2	2	2	2	2	2
IV:7556512	2	2	2	2	2	2	2	2
IV:7556528	2	2	2	2	2	2	2	2
IV:7556536	2	2	2	2	2	2	2	2
IV:7556564	2	2	2	2	2	2	2	2
IV:7556712	2	2	2	2	2	2	2	2
IV:7556723	2	2	2	2	2	2	2	2
IV:7556739	2	2	2	2	2	2	2	2
IV:7556758	2	2	2	2	2	2	2	2
IV:7556835	2	2	2	2	2	2	2	2
IV:7557154	2	2	2	2	2	2	2	2
IV:7557227	2	2	2	2	2	2	2	2
IV:7557271	2	2	2	2	2	2	2	2
IV:7557409	2	2	2	2	2	2	2	2
IV:7557467	2	2	2	2	2	2	2	2
IV:7557619	2	2	2	2	2	2	2	2
IV:7557647	2	2	2	2	2	2	2	2
IV:7557725	2	2	2	2	2	2	2	2
IV:7557969	2	2	2	2	2	2	2	2
IV:7557998	2	2	2	2	2	2	2	2
IV:7558361	2	2	2	2	2	2	2	2
IV:7558447	2	2	2	2	2	2	2	2
IV:7558499	2	2	2	2	2	2	2	2
IV:7558549	2	2	2	2	2	2	2	2
IV:7558614	2	2	2	2	2	2	2	2
IV:7558655	2	2	2	2	2	2	2	2
IV:7558733	2	2	2	2	2	2	2	2
IV:7558789	2	2	2	2	2	2	2	2
IV:7559103	2	2	2	2	2	2	2	2
IV:7559177	2	2	2	2	2	2	2	2
IV:7559271	2	2	2	2	2	2	2	2
IV:7559346	2	2	2	2	2	2	2	2
IV:7559356	2	2	2	2	2	2	2	2
IV:7559364	2	2	2	2	2	2	2	2
IV:7559392	2	2	2	2	2	2	2	2
IV:7559564	2	2	2	2	2	2	2	2
IV:7559696	2	2	2	2	2	2	2	2
IV:7559936	2	2	2	2	2	2	2	2
IV:7560129	2	2	2	2	2	2	2	2
IV:7561015	2	2	2	2	2	2	2	2
IV:7562696	2	2	2	2	2	2	2	2
IV:7562697	2	2	2	2	2	2	2	2
IV:7562805	2	2	2	2	2	2	2	2
IV:7562847	2	2	2	2	2	2	2	2
IV:7563063	2	2	2	2	2	2	2	2
IV:7563113	2	2	2	2	2	2	2	2
IV:7563497	2	2	2	2	2	2	2	2
IV:7564186	2	2	2	2	2	2	2	2
IV:7564476	2	2	2	2	2	2	2	2
IV:7564670	2	2	2	2	2	2	2	2
IV:7565102	2	2	2	2	2	2	2	2
IV:7565296	2	2	2	2	2	2	2	2
IV:7565310	2	2	2	2	2	2	2	2
IV:7565535	2	2	2	2	2	2	2	2
IV:7566074	2	2	2	2	2	2	2	2
IV:7566635	2	2	2	2	2	2	2	2
IV:7566783	2	2	2	2	2	2	2	2
IV:7566996	2	2	2	2	2	2	2	2
IV:7567288	2	2	2	2	2	2	2	2
IV:7567440	2	2	2	2	2	2	2	2
IV:7567940	2	2	2	2	2	2	2	2
IV:7567952	2	2	2	2	2	2	2	2
IV:7568141	2	2	2	2	2	2	2	2
IV:7568231	2	2	2	2	2	2	2	2
IV:7569284	2	2	2	2	2	2	2	2
IV:7569989	2	2	2	2	2	2	2	2
IV:7570023	2	2	2	2	2	2	2	2
IV:7570097	2	2	2	2	2	2	2	2
IV:7570117	2	2	2	2	2	2	2	2
IV:7570556	2	2	2	2	2	2	2	2
IV:7571267	2	2	2	2	2	2	2	2
IV:7571412	2	2	2	2	2	2	2	2
IV:7572264	2	2	2	2	2	2	2	2
IV:7572860	2	2	2	2	2	2	2	2
IV:7573538	2	2	2	2	2	2	2	2
IV:7573764	2	2	2	2	2	2	2	2
IV:7574185	2	2	2	2	2	2	2	2
IV:7574197	2	2	2	2	2	2	2	2
IV:7574559	2	2	2	2	2	2	2	2
IV:7575293	2	2	2	2	2	2	2	2
IV:7576039	2	2	2	2	2	2	2	2
IV:7576043	2	2	2	2	2	2	2	2
IV:7577199	2	2	2	2	2	2	2	2
IV:7578246	2	2	2	2	2	2	2	2
IV:7578296	2	2	2	2	2	2	2	2
IV:7578338	2	2	2	2	2	2	2	2
IV:7578854	2	2	2	2	2	2	2	2
IV:7579112	2	2	2	2	2	2	2	2
IV:7579363	2	2	2	2	2	2	2	2
IV:7579489	2	2	2	2	2	2	2	2
IV:7579673	2	2	2	2	2	2	2	2
IV:7580078	2	2	2	2	2	2	2	2
IV:7580250	2	2	2	2	2	2	2	2
IV:7580351	2	2	2	2	2	2	2	2
IV:7580353	2	2	2	2	2	2	2	2
IV:7580454	2	2	2	2	2	2	2	2
IV:7581100	NA	2	2	2	2	2	2	2
IV:7581228	2	2	2	2	2	2	2	2
IV:7581404	2	2	2	2	2	2	2	2
IV:7581510	2	2	2	2	2	2	2	2
IV:7581940	2	2	2	2	2	2	2	2
IV:7582123	2	2	2	2	2	2	2	2
IV:7582222	2	2	2	2	2	2	2	2
IV:7582318	2	2	2	2	2	2	2	2
IV:7582348	2	2	2	2	2	2	2	2
IV:7583086	2	2	2	2	2	2	2	2
IV:7584187	2	2	2	2	2	2	2	2
IV:7584261	2	2	2	2	2	2	2	2
IV:7584274	2	2	2	2	2	2	2	2
IV:7584316	2	2	2	2	2	2	2	2
IV:7584431	2	2	2	2	2	2	2	2
IV:7584435	2	2	2	2	2	2	2	2
IV:7584742	2	2	2	2	2	2	2	2
IV:7585039	2	2	2	2	2	2	2	2
IV:7585056	2	2	2	2	2	2	2	2
IV:7585630	2	2	2	2	2	2	2	2
IV:7585650	2	2	2	2	2	2	2	2
IV:7585830	2	2	2	2	2	2	2	2
IV:7587037	2	2	2	2	2	2	2	2
IV:7587290	2	2	2	2	2	2	2	2
IV:7587883	2	2	2	2	2	2	2	2
IV:7588212	2	2	2	2	2	2	2	2
IV:7588303	2	2	2	2	2	2	2	2
IV:7588627	2	2	2	2	2	2	2	2
IV:7589540	2	2	2	2	2	2	2	2
IV:7590053	2	2	2	2	2	2	2	2
IV:7590096	2	2	2	2	2	2	2	2
IV:7590353	2	2	2	2	2	2	2	2
IV:7590874	2	2	2	2	2	2	2	2
IV:7590904	2	2	2	2	2	2	2	2
IV:7591521	2	2	2	2	2	2	2	2
IV:7592873	2	2	2	2	2	2	2	2
IV:7593838	2	2	2	2	2	2	2	2
IV:7593873	2	2	2	2	2	2	2	2
IV:7593908	2	2	2	2	2	2	2	2
IV:7594057	2	2	2	2	2	2	2	2
IV:7594293	2	2	2	2	2	2	2	2
IV:7594428	2	2	2	2	2	2	2	2
IV:7594658	2	2	2	2	2	2	2	2
IV:7594812	2	2	2	2	2	2	2	2
IV:7595193	2	2	2	2	2	2	2	2
IV:7595204	2	2	2	2	2	2	2	2
IV:7595878	2	2	2	2	2	2	2	2
IV:7596421	2	2	2	2	2	2	2	2
IV:7596465	2	2	2	2	2	2	2	2
IV:7596477	2	2	2	2	2	2	2	2
IV:7596768	2	2	2	2	2	2	2	2
IV:7597038	2	2	2	2	2	2	2	2
IV:7597249	2	2	2	2	2	2	2	2
IV:7597328	2	2	2	2	2	2	2	2
IV:7597583	2	2	2	2	2	2	2	2
IV:7597664	2	2	2	2	2	2	2	2
IV:7599489	2	2	2	2	2	2	2	2
IV:7599700	2	2	2	2	2	2	2	2
IV:7599829	2	2	2	2	2	2	2	2
IV:7599937	2	2	2	2	2	2	2	2
IV:7599994	2	2	2	2	2	2	2	2
IV:7601173	2	2	2	2	2	2	2	2
IV:7602092	2	2	2	2	2	2	2	2
IV:7602241	2	2	2	2	2	2	2	2
IV:7602486	2	2	2	2	2	2	2	2
IV:7602487	2	2	2	2	2	2	2	2
IV:7603035	2	2	2	2	2	2	2	2
IV:7603113	2	2	2	2	2	2	2	2
IV:7603142	2	2	2	2	2	2	2	2
IV:7603221	2	2	2	2	2	2	2	2
IV:7603317	2	2	2	2	2	2	2	2
IV:7603421	2	2	2	2	2	2	2	2
IV:7603869	2	2	2	2	2	2	2	2
IV:7604242	2	2	2	2	2	2	2	2
IV:7604932	2	2	2	2	2	2	2	2
IV:7607655	2	2	2	2	2	2	2	2
IV:7607656	2	2	2	2	2	2	2	2
IV:7607706	2	2	2	2	2	2	2	2
IV:7608085	2	2	2	2	2	2	2	2
IV:7608127	2	2	2	2	2	2	NA	2
IV:7608139	2	NA	NA	2	NA	NA	NA	2
IV:7608142	2	NA	NA	2	NA	NA	NA	2
IV:7608417	2	NA	NA	2	NA	NA	NA	2
IV:7608420	2	NA	NA	2	NA	NA	NA	2
IV:7608422	2	NA	NA	2	NA	NA	NA	2
IV:7608429	2	NA	NA	2	NA	NA	NA	2
IV:7608430	2	NA	NA	2	NA	NA	NA	2
IV:7608462	2	2	2	2	2	2	2	2
IV:7608465	2	2	2	2	2	2	2	2
IV:7608471	2	2	2	2	2	2	2	2
IV:7608484	2	2	2	2	2	2	2	2
IV:7608492	2	2	2	2	2	2	2	2
IV:7608493	2	2	2	2	2	2	2	2
IV:7608495	2	2	2	2	2	2	2	2
IV:7608501	2	2	2	2	2	2	2	2
IV:7608585	2	2	2	2	2	2	2	2
IV:7608801	2	NA	NA	2	NA	NA	NA	2
IV:7608858	2	2	2	2	2	2	2	2
IV:7609141	2	2	2	2	2	2	2	2
IV:7609274	2	2	2	2	2	2	2	2
IV:7610045	2	2	2	2	2	2	2	2
IV:7610348	2	NA	NA	2	NA	2	NA	2
IV:7610398	2	2	2	2	2	2	2	2
IV:7610444	2	2	2	2	2	2	2	2
IV:7610553	2	NA	NA	2	NA	NA	NA	2
IV:7610594	2	NA	NA	NA	NA	NA	NA	2
IV:7611840	2	2	2	2	2	2	2	2
IV:7612618	2	2	2	2	2	2	2	2
IV:7612632	2	2	2	2	2	2	2	2
IV:7613032	2	2	2	2	2	2	2	2
IV:7614025	2	2	2	2	2	2	2	2
IV:7614492	2	2	2	2	2	2	2	2
IV:7615166	2	2	2	2	2	2	2	2
IV:7615215	2	2	2	2	2	2	2	2
IV:7615271	2	2	2	2	2	2	2	2
IV:7615466	2	2	2	2	2	2	2	2
IV:7616356	2	2	2	2	2	2	2	2
IV:7616553	2	2	2	2	2	2	2	2
IV:7616911	2	2	2	2	2	2	2	2
IV:7617456	2	2	2	2	2	2	2	2
IV:7617862	2	2	2	2	2	2	2	2
IV:7617935	2	2	2	2	2	2	2	2
IV:7618188	2	2	2	2	2	2	2	2
IV:7618329	2	2	2	2	2	2	2	2
IV:7618783	2	2	2	2	2	2	2	2
IV:7619043	2	2	2	2	2	2	2	2
IV:7619621	2	2	2	2	2	2	2	2
IV:7619825	2	2	2	2	2	2	2	2
IV:7620191	2	2	2	2	2	2	2	2
IV:7620531	2	2	2	2	2	2	2	2
IV:7621725	2	2	2	2	2	2	2	2
IV:7621808	2	2	2	2	2	2	2	2
IV:7621840	2	2	2	2	2	2	2	2
IV:7621991	2	2	2	2	2	2	2	2
IV:7622082	2	2	2	2	2	2	2	2
IV:7622096	2	2	2	2	2	2	2	2
IV:7622327	2	2	2	2	2	2	2	2
IV:7622863	2	2	2	2	2	2	2	2
IV:7623157	2	2	2	2	2	2	2	2
IV:7623281	2	2	2	2	2	2	2	2
IV:7623362	2	2	2	2	2	2	2	2
IV:7623401	2	2	2	2	2	2	2	2
IV:7623499	2	2	2	2	2	2	2	2
IV:7623617	2	2	2	2	2	2	2	2
IV:7623702	2	2	2	2	2	2	2	2
IV:7623842	2	2	2	2	2	2	2	2
IV:7623853	2	2	2	2	2	2	2	2
IV:7624040	2	2	2	2	2	2	2	2
IV:7624242	2	2	2	2	2	2	2	2
IV:7624347	2	2	2	2	2	2	2	2
IV:7624587	2	2	2	2	2	2	2	2
IV:7624597	2	2	2	2	2	2	2	2
IV:7624757	2	2	2	2	2	2	2	2
IV:7624799	2	2	2	2	2	2	2	2
IV:7625190	2	2	2	2	2	2	2	2
IV:7625191	2	2	2	2	2	2	2	2
IV:7625267	2	2	2	2	2	2	2	2
IV:7625706	2	2	2	2	2	2	2	2
IV:7625791	2	2	2	2	2	2	2	2
IV:7626102	2	2	2	2	2	2	2	2
IV:7626179	2	2	2	2	2	2	2	2
IV:7626320	2	2	2	2	2	2	2	2
IV:7626378	2	2	2	2	2	2	2	2
IV:7626597	2	2	2	2	2	2	2	2
IV:7626688	2	2	2	2	2	2	2	2
IV:7626790	2	2	2	2	2	2	2	2
IV:7627224	2	2	2	2	2	2	2	2
IV:7627426	2	2	2	2	2	2	2	2
IV:7627565	2	2	2	2	2	2	2	2
IV:7627971	2	2	2	2	2	2	2	2
IV:7628084	2	2	2	2	2	2	2	2
IV:7628459	2	2	2	2	2	2	2	2
IV:7628603	2	2	2	2	2	2	2	2
IV:7629186	2	2	2	2	2	2	2	2
IV:7629248	2	2	2	2	2	2	2	2
IV:7629940	2	2	2	2	2	2	2	2
IV:7630363	2	2	2	2	2	2	2	2
IV:7630606	2	2	2	2	2	2	2	2
IV:7630697	2	2	2	2	2	2	2	2
IV:7631601	2	2	2	2	2	2	2	2
IV:7632115	2	2	2	2	2	2	2	2
IV:7632334	2	2	2	2	2	2	2	2
IV:7632438	2	2	2	2	2	2	2	2
IV:7632439	2	2	2	2	2	2	2	2
IV:7632453	2	2	2	2	2	2	2	2
IV:7632754	2	2	2	2	2	2	2	2
IV:7632843	2	2	2	2	2	2	2	2
IV:7633027	2	2	2	2	2	2	2	2
IV:7633074	2	2	2	2	2	2	2	2
IV:7633244	2	2	2	2	2	2	2	2
IV:7633657	2	2	2	2	2	2	2	2
IV:7634145	2	2	2	2	2	2	2	2
IV:7634396	2	2	2	2	2	2	2	2
IV:7634481	2	2	2	2	2	2	2	2
IV:7634993	2	2	2	2	2	2	2	2
IV:7635019	2	2	2	2	2	2	2	2
IV:7635053	2	2	2	2	2	2	2	2
IV:7635103	2	2	2	2	2	2	2	2
IV:7635180	2	2	2	2	2	2	2	2
IV:7635384	2	2	2	2	2	2	2	2
IV:7635396	2	2	2	2	2	2	2	2
IV:7635434	2	2	2	2	2	2	2	2
IV:7635573	2	2	2	2	2	2	2	2
IV:7635741	2	2	2	2	2	2	2	2
IV:7635831	2	2	2	2	2	2	2	2
IV:7635846	2	2	2	2	2	2	2	2
IV:7636173	2	2	2	2	2	2	2	2
IV:7636208	2	2	2	2	2	2	2	2
IV:7636209	2	2	2	2	2	2	2	2
IV:7636514	2	2	2	2	2	2	2	2
IV:7636519	2	2	2	2	2	2	2	2
IV:7636554	2	2	2	2	2	2	2	2
IV:7637205	2	2	2	2	2	2	2	2
IV:7637209	2	2	2	2	2	2	2	2
IV:7637348	2	2	2	2	2	2	2	2
IV:7637609	2	2	2	2	2	2	2	2
IV:7637768	2	2	2	2	2	2	2	2
IV:7637786	2	2	2	2	2	2	2	2
IV:7638159	2	2	2	2	2	2	2	2
IV:7638181	2	2	2	2	2	2	2	2
IV:7638578	2	2	2	2	2	2	2	2
IV:7638733	2	2	2	2	2	2	2	2
IV:7639642	2	2	2	2	2	2	2	2
IV:7640479	2	2	2	2	2	2	2	2
IV:7640638	2	2	2	2	2	2	2	2
IV:7641445	2	2	2	2	2	2	2	2
IV:7642057	2	2	2	2	2	2	2	2
IV:7642769	2	2	2	2	2	2	2	2
IV:7642857	2	2	2	2	2	2	2	2
IV:7643073	2	2	2	2	2	2	2	2
IV:7643328	2	2	2	2	2	2	2	2
IV:7644177	2	2	2	2	2	2	2	2
IV:7644434	2	2	2	2	2	2	2	2
IV:7645169	2	2	2	2	2	2	2	2
IV:7645858	2	2	2	2	2	2	2	2
IV:7645958	2	2	2	2	2	2	2	2
IV:7646394	2	2	2	2	2	2	2	2
IV:7646559	2	2	2	2	2	2	2	2
IV:7646565	2	2	2	2	2	2	2	2
IV:7647416	2	2	2	2	2	2	2	2
IV:7647921	2	2	2	2	2	2	2	2
IV:7648071	2	2	2	2	2	2	2	2
IV:7648077	2	2	2	2	2	2	2	2
IV:7650155	2	2	2	2	2	2	2	2
IV:7650828	2	2	2	2	2	2	2	2
IV:7651379	2	2	2	2	2	2	2	2
IV:7652349	2	2	2	2	2	2	2	2
IV:7652680	2	2	2	2	2	2	2	2
IV:7653065	2	2	2	2	2	2	2	2
IV:7653251	2	2	2	2	2	2	2	2
IV:7653256	2	2	2	2	2	2	2	2
IV:7653264	2	2	2	2	2	2	2	2
IV:7653265	2	2	2	2	2	2	2	2
IV:7653268	2	2	2	2	2	2	2	2
IV:7653814	2	2	2	2	2	2	2	2
IV:7654005	2	2	2	2	2	2	2	2
IV:7654232	2	2	2	2	2	2	2	2
IV:7654233	2	2	2	2	2	2	2	2
IV:7654282	2	2	2	2	2	2	2	2
IV:7654397	2	2	2	2	2	2	2	2
IV:7654787	2	2	2	2	2	2	2	2
IV:7654833	2	2	2	2	2	2	2	2
IV:7655129	2	2	2	2	2	2	2	2
IV:7655207	2	2	2	2	2	2	2	2
IV:7655305	2	2	2	2	2	2	2	2
IV:7655359	2	2	2	2	2	2	2	2
IV:7655785	2	2	2	2	2	2	2	2
IV:7655987	2	2	2	2	2	2	2	2
IV:7656094	2	2	2	2	2	2	2	2
IV:7656095	2	2	2	2	2	2	2	2
IV:7656542	2	2	2	2	2	2	2	2
IV:7657804	2	2	2	2	2	2	2	2
IV:7657963	2	2	2	2	2	2	2	2
IV:7658041	2	2	2	2	2	2	2	2
IV:7658317	2	2	2	2	2	2	2	2
IV:7658742	2	2	2	2	2	2	2	2
IV:7658759	2	2	2	2	2	2	2	2
IV:7658921	2	2	2	2	2	2	2	2
IV:7659349	2	2	2	2	2	2	2	2
IV:7659730	2	2	2	2	2	2	2	2
IV:7660236	2	2	2	2	2	2	2	2
IV:7660287	2	2	2	2	2	2	2	2
IV:7660470	2	2	2	2	2	2	2	2
IV:7660604	2	2	2	2	2	2	2	2
IV:7660950	2	2	2	2	2	2	2	2
IV:7661032	2	2	2	2	2	2	2	2
IV:7661091	2	2	2	2	2	2	2	2
IV:7661156	2	2	2	2	2	2	2	2
IV:7661283	2	2	2	2	2	2	2	2
IV:7661449	2	2	2	2	2	2	2	2
IV:7661499	2	2	2	2	2	2	2	2
IV:7661503	2	2	2	2	2	2	2	2
IV:7661524	2	2	2	2	2	2	2	2
IV:7661533	2	2	2	2	2	2	2	2
IV:7661722	2	2	2	2	2	2	2	2
IV:7661786	2	2	2	2	2	2	2	2
IV:7661787	2	2	2	2	2	2	2	2
IV:7661991	2	2	2	2	2	2	2	2
IV:7662071	2	2	2	2	2	2	2	2
IV:7662132	2	2	2	2	2	2	2	2
IV:7662167	2	2	2	2	2	2	2	2
IV:7662193	2	2	2	2	2	2	2	2
IV:7662198	2	2	2	2	2	2	2	2
IV:7662238	2	2	2	2	2	2	2	2
IV:7662361	2	2	2	2	2	2	2	2
IV:7662398	2	2	2	2	2	2	2	2
IV:7662514	2	2	2	2	2	2	2	2
IV:7662537	2	2	2	2	2	2	2	2
IV:7662648	2	2	2	2	2	2	2	2
IV:7662815	2	2	2	2	2	2	2	2
IV:7663313	2	2	2	2	2	2	2	2
IV:7663441	2	2	2	2	2	2	2	2
IV:7663484	2	2	2	2	2	2	2	2
IV:7663949	2	2	2	2	2	2	2	2
IV:7664271	2	2	2	2	2	2	2	2
IV:7664358	2	2	2	2	2	2	2	2
IV:7664359	2	2	2	2	2	2	2	2
IV:7664607	2	2	2	2	2	2	2	2
IV:7664726	2	2	2	2	2	2	2	2
IV:7664787	2	2	2	2	2	2	2	2
IV:7664970	2	2	2	2	2	2	2	2
IV:7665119	2	2	2	2	2	2	2	2
IV:7665473	2	2	2	2	2	2	2	2
IV:7665709	2	2	2	2	2	2	2	2
IV:7666212	2	2	2	2	2	2	2	2
IV:7666220	2	2	2	2	2	2	2	2
IV:7666547	2	2	2	2	2	2	2	2
IV:7666551	2	2	2	2	2	2	2	2
IV:7666578	2	2	2	2	2	2	2	2
IV:7666664	2	2	2	2	2	2	2	2
IV:7667286	2	2	2	2	2	2	2	2
IV:7667315	2	2	2	2	2	2	2	2
IV:7667857	2	2	2	2	2	2	2	2
IV:7668001	2	2	2	2	2	2	2	2
IV:7668166	2	2	2	2	2	2	2	2
IV:7668171	2	2	2	2	2	2	2	2
IV:7668331	NA	2	2	2	2	2	2	2
IV:7668372	2	2	2	2	2	2	2	2
IV:7668875	2	2	2	2	2	2	2	2
IV:7669469	2	2	2	2	2	2	2	2
IV:7669528	2	2	2	2	2	2	2	2
IV:7669606	2	2	2	2	2	2	2	2
IV:7669900	2	2	2	2	2	2	2	2
IV:7669905	2	2	2	2	2	2	2	2
IV:7670329	2	2	2	2	2	2	2	2
IV:7670370	2	2	2	2	2	2	2	2
IV:7670599	2	2	2	2	2	2	2	2
IV:7670659	2	2	2	2	2	2	2	2
IV:7670680	2	2	2	2	2	2	2	2
IV:7670702	2	2	2	2	2	2	2	2
IV:7670824	NA	2	2	2	2	2	2	2
IV:7670977	2	2	2	2	2	2	2	2
IV:7671359	2	2	2	2	2	2	2	2
IV:7672414	2	2	2	2	2	2	2	2
IV:7672470	2	2	2	2	2	2	2	2
IV:7672482	2	2	2	2	2	2	2	2
IV:7672504	2	2	2	2	2	2	2	2
IV:7672863	2	2	2	2	2	2	2	2
IV:7672890	2	2	2	2	2	2	2	2
IV:7673046	2	2	2	2	2	2	2	2
IV:7673059	2	2	2	2	2	2	2	2
IV:7673401	2	2	2	2	2	2	2	2
IV:7673422	2	2	2	2	2	2	2	2
IV:7673494	2	2	2	2	2	2	2	2
IV:7673565	2	2	2	2	2	2	2	2
IV:7673638	2	2	2	2	2	2	2	2
IV:7673826	2	2	2	2	2	2	2	2
IV:7673827	2	2	2	2	2	2	2	2
IV:7674012	2	2	2	2	2	2	2	2
IV:7674277	NA	NA	NA	2	2	NA	NA	2
IV:7675016	2	2	2	2	2	2	2	2
IV:7675627	2	2	2	2	2	2	2	2
IV:7679545	2	2	2	2	2	2	2	2
IV:7679901	2	2	2	2	2	2	2	2
IV:7680875	2	2	2	2	2	2	2	2
IV:7681039	2	2	2	2	2	2	2	2
IV:7681195	2	2	2	2	2	2	2	2
IV:7681247	2	2	2	2	2	2	2	2
IV:7681598	2	2	2	2	2	2	2	2
IV:7682005	2	2	2	2	2	2	2	2
IV:7682738	2	2	2	2	2	2	2	2
IV:7682828	2	2	2	2	2	2	2	2
IV:7683391	2	2	2	2	2	2	2	2
IV:7683417	2	2	2	2	2	2	2	2
IV:7683437	2	2	2	2	2	2	2	2
IV:7683544	2	2	2	2	2	2	2	2
IV:7683613	2	2	2	2	2	2	2	2
IV:7683772	2	2	2	2	2	2	2	2
IV:7683812	2	2	2	2	2	2	2	2
IV:7684936	2	2	2	2	2	2	2	2
IV:7685027	2	2	2	2	2	2	2	2
