Orthogroup	CGC2	N2	AF16	CGC2_counts	AF16_counts	N2_chrom	N2_start	N2_end	N2_strand	N2_alias	N2_alias2	AF16_length	CGC2_length	N2_length	AF16_acc	CGC2_acc	AF16_deviation	CGC2_deviation	class
OG0009786	g7264.t1	Transcript_Y39A1A.3.1	Transcript_CBG18353.1	1	1	III	10595258	10596487	-	Y39A1A.3	NA	218	218	211	1.03317535545024	1.03317535545024	0.033175355450237	0.033175355450237	Near-identical
OG0009787	g7267.t1	Transcript_Y39A1A.24.1	Transcript_CBG18350.1	1	1	III	10612633	10614931	+	Y39A1A.24	NA	121	121	126	0.96031746031746	0.96031746031746	0.0396825396825397	0.0396825396825397	Near-identical
OG0009788	g7268.t1	Transcript_Y39A1A.6.1	Transcript_CBG18349.1	1	1	III	10615466	10617859	+	mrpl-22	Y39A1A.6	258	258	260	0.992307692307692	0.992307692307692	0.00769230769230766	0.00769230769230766	Near-identical
OG0009792	g7282.t1	Transcript_Y39A1A.11a.1	Transcript_CBG18334.1	1	1	III	10640836	10642865	-	dhs-11	Y39A1A.11	244	244	244	1	1	0	0	Identical
OG0009791	g7281.t1	Transcript_Y39A1A.12.1	Transcript_CBG18335.1	1	1	III	10643129	10646058	+	orc-1	Y39A1A.12	651	651	636	1.02358490566038	1.02358490566038	0.0235849056603774	0.0235849056603774	Near-identical
OG0009790	g7279.t1	Transcript_Y39A1A.14.1	Transcript_CBG18338a.1	1	1	III	10649519	10650908	+	Y39A1A.14	NA	231	231	231	1	1	0	0	Identical
OG0009793	g7287.t1	Transcript_Y39A1A.20.1	Transcript_CBG18328.1	1	1	III	10699216	10700560	-	Y39A1A.20	NA	112	112	113	0.991150442477876	0.991150442477876	0.00884955752212391	0.00884955752212391	Near-identical
OG0009794	g7288.t1	Transcript_Y39A1A.22.1	Transcript_CBG18327.1	1	1	III	10702613	10707028	-	Y39A1A.22	NA	715	811	710	1.00704225352113	1.14225352112676	0.00704225352112675	0.142253521126761	Near-identical
OG0006355	g7298.t1	Transcript_K01G5.7.1	Transcript_CBG18319.1	1	1	III	10740868	10742432	-	tbb-1	K01G5.7	448	449	449	0.997772828507795	1	0.00222717149220486	0	Identical
OG0009795	g7299.t1	Transcript_K01G5.6.1	Transcript_CBG18318.1	1	1	III	10742810	10746675	+	rib-2	K01G5.6	852	819	814	1.04668304668305	1.00614250614251	0.0466830466830468	0.00614250614250622	Near-identical
OG0009796	g7300.t1	Transcript_K01G5.4.1	Transcript_CBG18317.1	1	1	III	10746581	10747728	-	ran-1	K01G5.4	215	215	215	1	1	0	0	Identical
OG0009797	g7301.t1	Transcript_K01G5.5.1	Transcript_CBG18316.1	1	1	III	10748429	10750080	+	K01G5.5	NA	445	445	445	1	1	0	0	Identical
OG0009798	g7303.t1	Transcript_K01G5.1.1	Transcript_CBG18314.1	1	1	III	10755624	10757640	-	rnf-113	K01G5.1	385	385	384	1.00260416666667	1.00260416666667	0.00260416666666674	0.00260416666666674	Near-identical
OG0009799	g7304.t1	Transcript_K01G5.10.1	Transcript_CBG26000.1	1	1	III	10757641	10758522	-	K01G5.10	NA	81	249	248	0.326612903225806	1.00403225806452	0.673387096774194	0.00403225806451624	Near-identical
OG0009800	g7307.t2	Transcript_Y39A1B.3.1	Transcript_CBG25999b.1	1	1	III	10763131	10777076	+	dpy-28	Y39A1B.3	1474	1474	1499	0.983322214809873	0.983322214809873	0.0166777851901267	0.0166777851901267	Near-identical
OG0009801	g7308.t1	Transcript_Y39A1B.2a.1	Transcript_CBG18310.1	1	1	III	10781853	10791176	+	ptr-19	Y39A1B.2	1004	1004	1003	1.00099700897308	1.00099700897308	0.00099700897308086	0.00099700897308086	Near-identical
OG0009803	g7316.t1	Transcript_R17.2.1	Transcript_CBG18301.1	1	1	III	10840005	10845020	-	pde-12	R17.2	636	636	628	1.01273885350318	1.01273885350318	0.0127388535031847	0.0127388535031847	Near-identical
OG0009804	g7317.t1	Transcript_Y39A1C.4.1	Transcript_CBG18300.1	1	1	III	10849222	10855924	+	hex-3	Y39A1C.4	617	617	591	1.04399323181049	1.04399323181049	0.0439932318104908	0.0439932318104908	Near-identical
OG0009805	g7319.t1	Transcript_Y39A1C.2.1	Transcript_CBG18299.1	1	1	III	10858284	10866946	+	oxi-1	Y39A1C.2	1072	1072	1066	1.00562851782364	1.00562851782364	0.00562851782363971	0.00562851782363971	Near-identical
OG0009806	g7320.t1	Transcript_Y39A1C.3.1	Transcript_CBG18298.1	1	1	III	10866946	10868703	-	cey-4	Y39A1C.3	286	286	294	0.972789115646258	0.972789115646258	0.0272108843537415	0.0272108843537415	Near-identical
OG0009807	g7321.t1	Transcript_C44B9.1.1	Transcript_CBG18297.1	1	1	III	10869193	10874813	+	vps-50	C44B9.1	930	930	954	0.974842767295597	0.974842767295597	0.0251572327044025	0.0251572327044025	Near-identical
OG0009808	g7323.t1	Transcript_C44B9.2.1	Transcript_CBG18295.1	1	1	III	10875432	10878242	+	C44B9.2	NA	466	406	386	1.20725388601036	1.05181347150259	0.207253886010363	0.0518134715025906	Deviated (Discordant)
OG0009809	g7324.t1	Transcript_C44B9.3.1	Transcript_CBG18294.1	1	1	III	10878188	10880183	-	C44B9.3	NA	281	303	287	0.979094076655052	1.05574912891986	0.0209059233449478	0.0557491289198606	Near-identical
OG0009810	g7326.t1	Transcript_C44B9.5.1	Transcript_CBG18292.1	1	1	III	10896363	10901836	+	com-1	C44B9.5	625	625	525	1.19047619047619	1.19047619047619	0.19047619047619	0.19047619047619	Deviated (Concordant)
OG0009816	g7337.t1	Transcript_M142.2.1	Transcript_CBG18277.1	1	1	III	10911460	10916665	+	cut-6	M142.2	576	576	572	1.00699300699301	1.00699300699301	0.00699300699300709	0.00699300699300709	Near-identical
OG0009817	g7338.t1	Transcript_M142.4.1	Transcript_CBG18276.1	1	1	III	10920344	10926041	+	vab-7	M142.4	247	248	247	1	1.00404858299595	0	0.00404858299595134	Identical
OG0009818	g7340.t1	Transcript_M142.8a.1	Transcript_CBG18274.1	1	1	III	10933631	10936129	+	M142.8	NA	216	216	218	0.990825688073395	0.990825688073395	0.00917431192660545	0.00917431192660545	Near-identical
OG0009819	g7342.t1	Transcript_Y52D3.1a.1	Transcript_CBG18272.1	1	1	III	10947455	10951055	+	strd-1	Y52D3.1	385	385	388	0.992268041237113	0.992268041237113	0.00773195876288657	0.00773195876288657	Near-identical
OG0009820	g7343.t1	Transcript_Y48A6A.1.1	Transcript_CBG18271.1	1	1	III	10951119	10953508	-	zig-5	Y48A6A.1	255	272	260	0.980769230769231	1.04615384615385	0.0192307692307693	0.0461538461538462	Near-identical
OG0009821	g7344.t1	Transcript_W05B2.2.1	Transcript_CBG18270.1	1	1	III	10960049	10967110	-	W05B2.2	NA	1282	1283	1278	1.00312989045383	1.00391236306729	0.00312989045383416	0.00391236306729259	Near-identical
OG0009826	g7357.t1	Transcript_W05B2.4.1	Transcript_CBG18257.1	1	1	III	10969944	10991916	+	dhc-4	W05B2.4	2750	2196	2727	1.00843417675101	0.805280528052805	0.00843417675100833	0.194719471947195	Near-identical
OG0010634	g9265.t2	Transcript_Y48A6B.1.1	Transcript_CBG15324.1	1	1	III	10992044	10995256	-	dmsr-5	Y48A6B.1	369	404	401	0.920199501246883	1.0074812967581	0.0798004987531172	0.00748129675810483	Near-identical
OG0009836	g7378.t1	Transcript_Y48A6B.3.1	Transcript_CBG18231.1	1	1	III	11008222	11008929	+	Y48A6B.3	NA	163	163	163	1	1	0	0	Identical
OG0009837	g7379.t1	Transcript_Y48A6B.5.1	Transcript_CBG18230.1	1	1	III	11009043	11010588	+	exos-1	Y48A6B.5	211	211	208	1.01442307692308	1.01442307692308	0.0144230769230769	0.0144230769230769	Near-identical
OG0009838	g7381.t1	Transcript_Y48A6B.7.1	Transcript_CBG18226.1	1	1	III	11025239	11026566	-	Y48A6B.7	NA	168	168	168	1	1	0	0	Identical
OG0006751	g7391.t1	Transcript_W09D6.2.1	Transcript_CBG13173.1	1	1	III	11074514	11077555	+	str-261	W09D6.2	349	349	351	0.994301994301994	0.994301994301994	0.00569800569800571	0.00569800569800571	Near-identical
OG0009839	g7399.t1	Transcript_W09D6.5.1	Transcript_CBG13181.1	1	1	III	11088487	11091617	+	W09D6.5	NA	266	266	257	1.03501945525292	1.03501945525292	0.0350194552529184	0.0350194552529184	Near-identical
OG0009840	g7400.t1	Transcript_W09D6.6.1	Transcript_CBG13182.1	1	1	III	11091548	11099964	-	hmt-1	W09D6.6	803	803	801	1.00249687890137	1.00249687890137	0.00249687890137329	0.00249687890137329	Near-identical
OG0009841	g7401.t1	Transcript_Y48A6C.4.1	Transcript_CBG13183.1	1	1	III	11119803	11126902	+	Y48A6C.4	NA	368	369	365	1.00821917808219	1.01095890410959	0.00821917808219186	0.010958904109589	Near-identical
OG0009842	g7402.t1	Transcript_Y47D3A.29.1	Transcript_CBG13184.1	1	1	III	11142448	11154287	+	pola-1	Y47D3A.29	1473	1473	1428	1.03151260504202	1.03151260504202	0.0315126050420169	0.0315126050420169	Near-identical
OG0009843	g7403.t1	Transcript_Y47D3A.4.1	Transcript_CBG13185.1	1	1	III	11154827	11168817	+	cku-70	Y47D3A.4	680	680	679	1.00147275405007	1.00147275405007	0.00147275405007363	0.00147275405007363	Near-identical
OG0015346	g7413.t1	Transcript_Y47D3A.34.1	Transcript_CBG13197.1	1	1	III	11232421	11234861	-	Y47D3A.34	NA	340	340	345	0.985507246376812	0.985507246376812	0.0144927536231884	0.0144927536231884	Near-identical
OG0009856	g7432.t1	Transcript_Y47D3A.14.1	Transcript_CBG13218.1	1	1	III	11235581	11236868	-	Y47D3A.14	NA	293	293	287	1.02090592334495	1.02090592334495	0.0209059233449478	0.0209059233449478	Near-identical
OG0009855	g7431.t1	Transcript_Y47D3A.15.1	Transcript_CBG13217.1	1	1	III	11237143	11239204	+	aakb-2	Y47D3A.15	273	273	274	0.996350364963504	0.996350364963504	0.0036496350364964	0.0036496350364964	Near-identical
OG0009854	g7430.t1	Transcript_Y47D3A.16.1	Transcript_CBG13216.1	1	1	III	11245120	11252281	+	rsks-1	Y47D3A.16	540	540	550	0.981818181818182	0.981818181818182	0.0181818181818182	0.0181818181818182	Near-identical
OG0009853	g7427.t1	Transcript_Y47D3A.20.1	Transcript_CBG30205.1	1	1	III	11275066	11276032	+	Y47D3A.20	NA	68	68	71	0.957746478873239	0.957746478873239	0.0422535211267606	0.0422535211267606	Near-identical
OG0009852	g7426.t1	Transcript_Y47D3A.21.1	Transcript_CBG13210.1	1	1	III	11276297	11278917	-	Y47D3A.21	NA	188	188	192	0.979166666666667	0.979166666666667	0.0208333333333334	0.0208333333333334	Near-identical
OG0009851	g7425.t1	Transcript_Y47D3A.23a.1	Transcript_CBG13209a.1	1	1	III	11278996	11286119	-	gly-9	Y47D3A.23	580	580	579	1.00172711571675	1.00172711571675	0.0017271157167531	0.0017271157167531	Near-identical
OG0009850	g7424.t1	Transcript_Y47D3A.22.1	Transcript_CBG13208.1	1	1	III	11286335	11290676	-	mib-1	Y47D3A.22	766	766	765	1.00130718954248	1.00130718954248	0.00130718954248366	0.00130718954248366	Near-identical
OG0009849	g7421.t1	Transcript_Y47D3A.25.1	Transcript_CBG13205.1	1	1	III	11306647	11311566	-	rab-35	Y47D3A.25	209	209	209	1	1	0	0	Identical
OG0009848	g7419.t2	Transcript_Y47D3A.28.1	Transcript_CBG13203.1	1	1	III	11317570	11326664	+	mcm-10	Y47D3A.28	686	687	691	0.992764109985528	0.994211287988423	0.00723589001447178	0.00578871201157738	Near-identical
OG0009847	g7417.t1	Transcript_T28D6.6a.1	Transcript_CBG13201.1	1	1	III	11326654	11343108	-	T28D6.6	NA	366	366	366	1	1	0	0	Identical
OG0009846	g7416.t1	Transcript_T28D6.9.1	Transcript_CBG13200.1	1	1	III	11343322	11344147	+	pen-2	T28D6.9	101	101	101	1	1	0	0	Identical
OG0009845	g7415.t1	Transcript_T28D6.7.1	Transcript_CBG13199.1	1	1	III	11344100	11346483	-	T28D6.7	NA	268	268	268	1	1	0	0	Identical
OG0009844	g7414.t1	Transcript_T28D6.4.1	Transcript_CBG13198.1	1	1	III	11360456	11366198	+	T28D6.4	NA	1002	1002	991	1.01109989909183	1.01109989909183	0.0110998990918265	0.0110998990918265	Near-identical
OG0009857	g7433.t1	Transcript_T28D6.3.1	Transcript_CBG13219.1	1	1	III	11366767	11368435	+	T28D6.3	NA	122	122	120	1.01666666666667	1.01666666666667	0.0166666666666666	0.0166666666666666	Near-identical
OG0006255	g7434.t1	Transcript_T28D6.2.1	Transcript_CBG13220.1	1	1	III	11368351	11371788	-	tba-7	T28D6.2	444	444	444	1	1	0	0	Identical
OG0009894	g7504.t1	Transcript_Y47D3B.1.1	Transcript_CBG13293.1	1	1	III	11382222	11388669	+	subs-4	Y47D3B.1	523	540	523	1	1.03250478011472	0	0.0325047801147227	Identical
OG0009893	g7502.t1	Transcript_Y47D3B.3.1	Transcript_CBG13288.1	1	1	III	11397799	11402240	+	Y47D3B.3	NA	247	247	247	1	1	0	0	Identical
OG0009892	g7501.t1	Transcript_Y47D3B.12.1	Transcript_CBG30210.1	1	1	III	11403017	11404308	+	Y47D3B.12	NA	142	142	140	1.01428571428571	1.01428571428571	0.0142857142857142	0.0142857142857142	Near-identical
OG0009889	g7497.t1	Transcript_Y47D3B.4.1	Transcript_CBG13287.2	1	1	III	11405349	11409490	+	Y47D3B.4	NA	489	489	492	0.99390243902439	0.99390243902439	0.00609756097560976	0.00609756097560976	Near-identical
OG0009888	g7495.t1	Transcript_Y47D3B.6.1	Transcript_CBG13285.1	1	1	III	11427206	11428414	+	Y47D3B.6	NA	272	272	269	1.01115241635688	1.01115241635688	0.0111524163568772	0.0111524163568772	Near-identical
OG0009887	g7494.t1	Transcript_Y47D3B.7.1	Transcript_CBG13284.1	1	1	III	11428367	11442566	-	sbp-1	Y47D3B.7	1116	1116	1113	1.00269541778976	1.00269541778976	0.00269541778975735	0.00269541778975735	Near-identical
OG0009886	g7493.t1	Transcript_Y47D3B.11.1	Transcript_CBG13282.1	1	1	III	11456877	11462897	+	plr-1	Y47D3B.11	479	479	487	0.983572895277207	0.983572895277207	0.0164271047227926	0.0164271047227926	Near-identical
OG0009885	g7492.t1	Transcript_Y47D3B.9a.1	Transcript_CBG13281.1	1	1	III	11463665	11470808	-	bed-2	Y47D3B.9	572	572	542	1.05535055350553	1.05535055350553	0.055350553505535	0.055350553505535	Deviated (Concordant)
OG0009884	g7488.t1	Transcript_Y66D12A.24.1	Transcript_CBG13276a.1	1	1	III	11496865	11500717	+	Y66D12A.24	NA	262	262	261	1.00383141762452	1.00383141762452	0.00383141762452111	0.00383141762452111	Near-identical
OG0009883	g7486.t1	Transcript_Y66D12A.21.1	Transcript_CBG13274.1	1	1	III	11502963	11505302	-	Y66D12A.21	NA	184	184	179	1.02793296089385	1.02793296089385	0.0279329608938548	0.0279329608938548	Near-identical
OG0009882	g7485.t1	Transcript_Y66D12A.20.1	Transcript_CBG13273.1	1	1	III	11505488	11508930	+	spe-6	Y66D12A.20	386	386	379	1.01846965699208	1.01846965699208	0.0184696569920844	0.0184696569920844	Near-identical
OG0009881	g7483.t1	Transcript_Y66D12A.17.1	Transcript_CBG13271a.1	1	1	III	11512862	11523759	-	such-1	Y66D12A.17	793	793	798	0.993734335839599	0.993734335839599	0.00626566416040097	0.00626566416040097	Near-identical
OG0009880	g7481.t1	Transcript_Y66D12A.15.1	Transcript_CBG13269.1	1	1	III	11526657	11534595	+	xpb-1	Y66D12A.15	783	783	789	0.992395437262357	0.992395437262357	0.00760456273764254	0.00760456273764254	Near-identical
OG0009879	g7480.t1	Transcript_Y66D12A.14.1	Transcript_CBG13268.1	1	1	III	11534674	11546712	+	nrps-1	Y66D12A.14	2966	2889	2942	1.00815771583956	0.981985044187627	0.00815771583956493	0.0180149558123726	Near-identical
OG0009877	g7477.t1	Transcript_Y66D12A.13.1	Transcript_CBG13266.1	1	1	III	11548370	11552398	+	Y66D12A.13	NA	534	534	533	1.00187617260788	1.00187617260788	0.00187617260787998	0.00187617260787998	Near-identical
OG0009876	g7476.t1	Transcript_Y66D12A.12.1	Transcript_CBG13264.1	1	1	III	11561152	11562663	+	ztf-29	Y66D12A.12	359	361	343	1.0466472303207	1.05247813411079	0.0466472303206997	0.0524781341107872	Near-identical
OG0009875	g7473.t1	Transcript_Y66D12A.10.1	Transcript_CBG13261.1	1	1	III	11565874	11568007	+	Y66D12A.10	NA	235	235	235	1	1	0	0	Identical
OG0009874	g7472.t1	Transcript_Y66D12A.9.1	Transcript_CBG13260.1	1	1	III	11568137	11573339	+	Y66D12A.9	NA	251	251	248	1.01209677419355	1.01209677419355	0.0120967741935485	0.0120967741935485	Near-identical
OG0009873	g7470.t1	Transcript_Y66D12A.7.1	Transcript_CBG13258.1	1	1	III	11579234	11580478	-	Y66D12A.7	NA	182	188	175	1.04	1.07428571428571	0.04	0.0742857142857143	Near-identical
OG0009871	g7465.t1	Transcript_Y66A7A.4.1	Transcript_CBG13254.1	1	1	III	11612607	11615801	+	Y66A7A.4	NA	478	478	479	0.997912317327766	0.997912317327766	0.0020876826722338	0.0020876826722338	Near-identical
OG0009869	g7463.t1	Transcript_Y66A7A.6.1	Transcript_CBG13252.1	1	1	III	11625242	11628235	+	gly-8	Y66A7A.6	428	429	421	1.0166270783848	1.01900237529691	0.0166270783847982	0.0190023752969122	Near-identical
OG0011517	g11742.t1	Transcript_Y66A7A.7.1	Transcript_CBG04456.1	1	1	III	11628230	11629454	-	Y66A7A.7	NA	83	83	81	1.02469135802469	1.02469135802469	0.0246913580246915	0.0246913580246915	Near-identical
OG0006388	g7458.t1	Transcript_Y41C4A.2.1	Transcript_CBG31028.1	1	1	III	11650452	11656388	+	faah-6	Y41C4A.2	587	587	521	1.12667946257198	1.12667946257198	0.126679462571977	0.126679462571977	Deviated (Concordant)
OG0009868	g7456.t1	Transcript_Y41C4A.7.1	Transcript_CBG13244.1	1	1	III	11698869	11700160	+	Y41C4A.7	NA	255	255	248	1.02822580645161	1.02822580645161	0.028225806451613	0.028225806451613	Near-identical
OG0006296	g7454.t1	Transcript_Y41C4A.19.1	Transcript_CBG13239.1	1	1	III	11705652	11706765	-	col-96	Y41C4A.19	289	289	289	1	1	0	0	Identical
OG0009867	g7453.t1	Transcript_Y41C4A.8.1	Transcript_CBG13238.1	1	1	III	11706969	11708822	-	Y41C4A.8	NA	237	237	233	1.01716738197425	1.01716738197425	0.0171673819742488	0.0171673819742488	Near-identical
OG0009866	g7452.t1	Transcript_Y41C4A.9.1	Transcript_CBG13237.1	1	1	III	11710827	11718645	-	Y41C4A.9	NA	577	577	577	1	1	0	0	Identical
OG0009865	g7451.t1	Transcript_Y41C4A.10.1	Transcript_CBG13236.1	1	1	III	11718834	11719450	-	elb-1	Y41C4A.10	117	117	118	0.991525423728814	0.991525423728814	0.00847457627118642	0.00847457627118642	Near-identical
OG0009864	g7450.t1	Transcript_Y41C4A.11.1	Transcript_CBG30207.1	1	1	III	11719860	11721077	+	Y41C4A.11	NA	101	101	101	1	1	0	0	Identical
OG0009863	g7444.t1	Transcript_Y41C4A.18.1	Transcript_CBG13229.1	1	1	III	11730612	11731305	+	Y41C4A.18	NA	111	111	100	1.11	1.11	0.11	0.11	Deviated (Concordant)
OG0009862	g7443.t1	Transcript_Y41C4A.21.1	Transcript_CBG13228.1	1	1	III	11732356	11732872	+	Y41C4A.21	NA	117	113	79	1.48101265822785	1.43037974683544	0.481012658227848	0.430379746835443	Deviated (Discordant)
OG0009861	g7442.t1	Transcript_Y41C4A.13.1	Transcript_CBG13227.1	1	1	III	11733345	11737627	-	sup-1	Y41C4A.13	103	103	103	1	1	0	0	Identical
OG0009860	g7438.t1	Transcript_C24H11.6.1	Transcript_CBG13223.1	1	1	III	11774950	11776671	+	immp-1	C24H11.6	156	156	165	0.945454545454545	0.945454545454545	0.0545454545454546	0.0545454545454546	Deviated (Concordant)
OG0009859	g7437.t1	Transcript_C24H11.9.1	Transcript_CBG13222.1	1	1	III	11777621	11780128	+	mdt-21	C24H11.9	130	130	130	1	1	0	0	Identical
OG0009858	g7435.t2	Transcript_C24H11.4.1	Transcript_CBG13221.1	1	1	III	11782100	11784110	+	srd-74	C24H11.4	321	259	323	0.993808049535604	0.801857585139319	0.00619195046439625	0.198142414860681	Near-identical
OG0009895	g7506.t1	Transcript_C18D11.7.1	Transcript_CBG13295.1	1	1	III	11804553	11806795	-	C18D11.7	NA	325	325	325	1	1	0	0	Identical
OG0009896	g7507.t1	Transcript_C18D11.1.1	Transcript_CBG13296.1	1	1	III	11816573	11819806	+	C18D11.1	NA	261	261	263	0.992395437262357	0.992395437262357	0.00760456273764254	0.00760456273764254	Near-identical
OG0009897	g7508.t1	Transcript_C18D11.2.1	Transcript_CBG13297.1	1	1	III	11819746	11822526	-	maa-1	C18D11.2	280	280	266	1.05263157894737	1.05263157894737	0.0526315789473684	0.0526315789473684	Deviated (Concordant)
OG0009898	g7511.t2	Transcript_Y56A3A.1a.1	Transcript_CBG13301a.1	1	1	III	11831012	11846465	-	ntl-3	Y56A3A.1	724	724	701	1.03281027104137	1.03281027104137	0.0328102710413696	0.0328102710413696	Near-identical
OG0009899	g7512.t1	Transcript_Y56A3A.3.1	Transcript_CBG13302.1	1	1	III	11848152	11849413	+	mif-1	Y56A3A.3	117	117	117	1	1	0	0	Identical
OG0009900	g7513.t1	Transcript_Y56A3A.2.1	Transcript_CBG13303.1	1	1	III	11849452	11862249	-	Y56A3A.2	NA	602	602	616	0.977272727272727	0.977272727272727	0.0227272727272727	0.0227272727272727	Near-identical
OG0009901	g7515.t1	Transcript_Y56A3A.6.1	Transcript_CBG13305.1	1	1	III	11871252	11878803	-	Y56A3A.6	NA	869	869	798	1.08897243107769	1.08897243107769	0.0889724310776943	0.0889724310776943	Deviated (Concordant)
OG0009902	g7517.t1	Transcript_Y56A3A.11.1	Transcript_CBG13308.1	1	1	III	11894793	11898269	-	tsen-2	Y56A3A.11	274	274	278	0.985611510791367	0.985611510791367	0.0143884892086331	0.0143884892086331	Near-identical
OG0009903	g7521.t1	Transcript_Y56A3A.19.1	Transcript_CBG13312.1	1	1	III	11915153	11915712	-	Y56A3A.19	NA	133	133	133	1	1	0	0	Identical
OG0006626	g7527.t1	Transcript_Y56A3A.13.1	Transcript_CBG13323.1	1	1	III	11923886	11929378	+	nft-1	Y56A3A.13	440	440	440	1	1	0	0	Identical
OG0009904	g7528.t1	Transcript_Y56A3A.36.1	Transcript_CBG13324.1	1	1	III	11929343	11933639	-	dolk-1	Y56A3A.36	300	300	299	1.00334448160535	1.00334448160535	0.00334448160535117	0.00334448160535117	Near-identical
OG0009905	g7530.t1	Transcript_Y56A3A.27.1	Transcript_CBG13326.1	1	1	III	11949918	11960180	-	top-3	Y56A3A.27	760	760	759	1.00131752305665	1.00131752305665	0.00131752305665356	0.00131752305665356	Near-identical
OG0009906	g7536.t1	Transcript_Y56A3A.33.1	Transcript_CBG13331a.1	1	1	III	11999590	12002950	-	Y56A3A.33	NA	338	338	342	0.988304093567251	0.988304093567251	0.0116959064327485	0.0116959064327485	Near-identical
OG0009908	g7539.t1	Transcript_Y79H2A.12.1	Transcript_CBG18177.1	1	1	III	12025351	12028869	-	Y79H2A.12	NA	173	173	175	0.988571428571429	0.988571428571429	0.0114285714285715	0.0114285714285715	Near-identical
OG0010581	g9110.t1	Transcript_Y75B8A.1.1	Transcript_CBG23030.1	1	1	III	12074218	12077556	-	php-3	Y75B8A.1	269	269	275	0.978181818181818	0.978181818181818	0.0218181818181818	0.0218181818181818	Near-identical
OG0010580	g9107.t1	Transcript_Y75B8A.3.1	Transcript_CBG23034.1	1	1	III	12101745	12107541	-	cest-12	Y75B8A.3	858	866	850	1.00941176470588	1.01882352941176	0.00941176470588245	0.0188235294117647	Near-identical
OG0010579	g9106.t2	Transcript_Y75B8A.4.1	Transcript_CBG23035.1	1	1	III	12107774	12113468	+	lonp-2	Y75B8A.4	767	773	773	0.992238033635188	1	0.00776196636481241	0	Identical
OG0010589	g9124.t1	Transcript_Y75B8A.7.1	Transcript_CBG23016.1	1	1	III	12152899	12160255	+	Y75B8A.7	NA	645	645	648	0.99537037037037	0.99537037037037	0.00462962962962965	0.00462962962962965	Near-identical
OG0010588	g9123.t1	Transcript_Y75B8A.8.1	Transcript_CBG23017a.1	1	1	III	12160758	12171360	+	Y75B8A.8	NA	762	762	715	1.06573426573427	1.06573426573427	0.0657342657342657	0.0657342657342657	Deviated (Concordant)
OG0010586	g9120.t1	Transcript_Y75B8A.11a.1	Transcript_CBG23020.1	1	1	III	12186411	12187916	+	lury-1	Y75B8A.11	90	90	89	1.01123595505618	1.01123595505618	0.0112359550561798	0.0112359550561798	Near-identical
OG0010574	g9098.t1	Transcript_Y75B8A.12.1	Transcript_CBG23043.1	1	1	III	12190972	12202537	-	osm-12	Y75B8A.12	720	724	721	0.998613037447989	1.00416088765603	0.0013869625520111	0.00416088765603329	Near-identical
OG0010575	g9099.t1	Transcript_Y75B8A.44.1	Transcript_CBG23044.1	1	1	III	12194490	12197026	+	Y75B8A.44	NA	68	68	100	0.68	0.68	0.32	0.32	Deviated (Concordant)
OG0010573	g9096.t1	Transcript_Y75B8A.14.1	Transcript_CBG23047.1	1	1	III	12216779	12218634	-	Y75B8A.14	NA	274	274	272	1.00735294117647	1.00735294117647	0.00735294117647056	0.00735294117647056	Near-identical
OG0006768	g9095.t1	Transcript_Y75B8A.16.1	Transcript_CBG23048.1	1	1	III	12219047	12223934	+	Y75B8A.16	NA	465	466	465	1	1.00215053763441	0	0.00215053763440864	Identical
OG0010572	g9094.t1	Transcript_Y75B8A.17.1	Transcript_CBG23049.1	1	1	III	12223896	12225331	-	gmn-1	Y75B8A.17	180	180	180	1	1	0	0	Identical
OG0010570	g9088.t1	Transcript_Y75B8A.20.1	Transcript_CBG24285.1	1	1	III	12232632	12236014	-	grl-15	Y75B8A.20	167	167	169	0.988165680473373	0.988165680473373	0.0118343195266272	0.0118343195266272	Near-identical
OG0010422	g8744.t1	Transcript_Y75B8A.23.1	Transcript_CBG03618.1	1	1	III	12250660	12251009	+	Y75B8A.23	NA	86	86	86	1	1	0	0	Identical
OG0011713	g12329.t1	Transcript_Y75B8A.25.1	Transcript_CBG22546.1	1	1	III	12274040	12282221	+	Y75B8A.25	NA	866	866	838	1.03341288782816	1.03341288782816	0.0334128878281623	0.0334128878281623	Near-identical
OG0009576	g6696.t1	Transcript_Y75B8A.26.1	Transcript_CBG00495.1	1	1	III	12283133	12303184	-	mrp-8	Y75B8A.26	1441	1442	1461	0.986310746064339	0.986995208761123	0.0136892539356606	0.0130047912388774	Near-identical
OG0009578	g6713.t1	Transcript_Y75B8A.30.1	Transcript_CBG11776.1	1	1	III	12345323	12351336	-	pph-4.1	Y75B8A.30	333	333	333	1	1	0	0	Identical
OG0009579	g6714.t1	Transcript_Y75B8A.31.1	Transcript_CBG11775.1	1	1	III	12351642	12354914	+	Y75B8A.31	NA	317	317	313	1.01277955271565	1.01277955271565	0.0127795527156549	0.0127795527156549	Near-identical
OG0009583	g6720.t1	Transcript_Y75B8A.33.1	Transcript_CBG11769.1	1	1	III	12361838	12367373	-	Y75B8A.33	NA	337	337	341	0.988269794721408	0.988269794721408	0.0117302052785924	0.0117302052785924	Near-identical
OG0006436	g6718.t1	Transcript_Y49E10.1.1	Transcript_CBG11771.1	1	1	III	12370456	12372607	+	rpt-6	Y49E10.1	417	417	416	1.00240384615385	1.00240384615385	0.00240384615384626	0.00240384615384626	Near-identical
