Orthogroup	CGC2	N2	AF16	QX1410	CGC2_counts	AF16_counts	QX1410_counts	class	CGC2_chrom	CGC2_start	CGC2_end	CGC2_strand	AF16_chrom	AF16_start	AF16_end	AF16_strand	QX1410_chrom	QX1410_start	QX1410_end	QX1410_strand
OG0011350	g11399.t1	Transcript_F29B9.8.1	Transcript_CBG01718.1	transcript_QX1410.43215.1	1	1	1	COMPLETE	IV	10682140	10683621	-	IV	10672094	10673786	-	IV	10489384	10491076	-
OG0011351	g11401.t1	Transcript_F19C7.7.1	Transcript_CBG01712.1	transcript_QX1410.43217.1	1	1	1	COMPLETE	IV	10709706	10710814	+	IV	10699710	10701064	+	IV	10517146	10518329	+
OG0011352	g11402.t1	Transcript_F19C7.1.1	Transcript_CBG01711.1	transcript_QX1410.43218.1	1	1	1	COMPLETE	IV	10710995	10712488	-	IV	10701051	10702769	-	IV	10518335	10520009	-
OG0011353	g11403.t2	Transcript_F19C7.2.1	Transcript_CBG01710.1	transcript_QX1410.6278.1	1	1	1	COMPLETE	IV	10712817	10715747	-	IV	10702903	10705954	-	IV	10520191	10523185	-
OG0011354	g11407.t1	Transcript_ZK185.5.1	Transcript_CBG01706.1	transcript_QX1410.43224.1	1	1	1	COMPLETE	IV	10749087	10752610	+	IV	10732777	10736396	+	IV	10556704	10560302	+
OG0011355	g11408.t1	Transcript_ZK185.2.1	Transcript_CBG01705b.1	transcript_QX1410.43225.2	1	1	1	COMPLETE	IV	10752683	10757905	-	IV	10736440	10741662	-	IV	10560310	10565601	-
OG0011356	g11409.t1	Transcript_ZK185.4a.1	Transcript_CBG01704.1	transcript_QX1410.6284.1	1	1	1	COMPLETE	IV	10762919	10764483	+	IV	10746675	10748531	+	IV	10570207	10571771	+
OG0011357	g11410.t1	Transcript_ZK185.3.1	Transcript_CBG26435.1	transcript_QX1410.6285.1	1	1	1	COMPLETE	IV	10764782	10765849	+	IV	10748830	10749897	+	IV	10572061	10573199	+
OG0011358	g11413.t1	Transcript_ZK180.4.1	Transcript_CBG01701.1	transcript_QX1410.6288.1	1	1	1	COMPLETE	IV	10780230	10781205	+	IV	10765105	10766543	+	IV	10587505	10588945	+
OG0011359	g11415.t1	Transcript_ZK180.1.1	Transcript_CBG01699a.5	transcript_QX1410.6290.1	1	1	1	COMPLETE	IV	10784898	10795697	+	IV	10769609	10781112	+	IV	10592026	10603046	+
OG0011360	g11416.t1	Transcript_ZK180.7.1	Transcript_CBG01697.1	transcript_QX1410.6291.1	1	1	1	COMPLETE	IV	10792047	10795049	-	IV	10776841	10781637	-	IV	10599221	10602599	-
OG0011361	g11417.t1	Transcript_M01H9.1.1	Transcript_CBG01696.1	transcript_QX1410.6292.1	1	1	1	COMPLETE	IV	10795840	10796738	-	IV	10776841	10781637	-	IV	10603073	10604076	-
OG0011362	g11419.t1	Transcript_M01H9.10.1	Transcript_CBG30357.1	transcript_QX1410.6294.1	1	1	1	COMPLETE	IV	10803159	10803672	+	IV	10788004	10788572	+	IV	10610441	10610954	+
OG0011363	g11421.t1	Transcript_R08C7.3.1	Transcript_CBG01691a.1	transcript_QX1410.6296.1	1	1	1	COMPLETE	IV	10807201	10807728	+	IV	10792064	10792898	+	IV	10614465	10615297	+
OG0011364	g11422.t1	Transcript_R08C7.2a.1	Transcript_CBG01690.1	transcript_QX1410.6297.1	1	1	1	COMPLETE	IV	10808250	10810087	+	IV	10793128	10795212	+	IV	10615530	10617586	+
OG0011365	g11423.t1	Transcript_R08C7.12b.1	Transcript_CBG01688.1	transcript_QX1410.6298.1	1	1	1	COMPLETE	IV	10810547	10817862	+	IV	10795426	10802741	+	IV	10617762	10625440	+
OG0011366	g11424.t1	Transcript_M01H9.2.1	Transcript_CBG01687.1	transcript_QX1410.43242.1	1	1	1	COMPLETE	IV	10818157	10820101	-	IV	10803036	10804980	-	IV	10625458	10627299	-
OG0011367	g11425.t1	Transcript_M01H9.5.1	Transcript_CBG01685.1	transcript_QX1410.6300.1	1	1	1	COMPLETE	IV	10823784	10824673	+	IV	10808658	10810942	+	IV	10631085	10631974	+
OG0011368	g11426.t2	Transcript_M01H9.3a.1	Transcript_CBG01684c.1	transcript_QX1410.6301.6	1	1	1	COMPLETE	IV	10826617	10833399	-	IV	10810932	10818309	-	IV	10633356	10640757	-
OG0011369	g11432.t1	Transcript_Y24D9A.4.1	Transcript_CBG01675.1	transcript_QX1410.6307.1	1	1	1	COMPLETE	IV	10868473	10869841	+	IV	10853345	10854745	+	IV	10675829	10677259	+
OG0011370	g11433.t1	Transcript_Y24D9A.8a.1	Transcript_CBG01674.1	transcript_QX1410.43251.1	1	1	1	COMPLETE	IV	10871708	10873094	-	IV	10856461	10857980	-	IV	10678975	10680492	-
OG0011371	g11435.t1	Transcript_F55F10.3.1	Transcript_CBG30975.1	transcript_QX1410.6310.1	1	1	1	COMPLETE	IV	10888104	10888721	-	IV	10872941	10885077	-	IV	10695486	10696103	-
OG0011372	g11438.t1	Transcript_W03B1.4a.1	Transcript_CBG01669.1	transcript_QX1410.6314.1	1	1	1	COMPLETE	IV	10898624	10900356	-	IV	10883334	10885066	-	IV	10705885	10707749	-
OG0011373	g11442.t1	Transcript_R02D3.5.1	Transcript_CBG01666.1	transcript_QX1410.6317.1	1	1	1	COMPLETE	IV	10907057	10908133	-	IV	10891698	10892853	-	IV	10714368	10716070	-
OG0011374	g11444.t1	Transcript_Y38C1AA.11.1	Transcript_CBG31348.1	transcript_QX1410.43263.1	1	1	1	COMPLETE	IV	10909803	10910592	-	IV	10894431	10895309	-	IV	10717093	10717981	-
OG0011375	g11446.t1	Transcript_Y38C1AA.1c.1	Transcript_CBG01664.1	transcript_QX1410.6321.1	1	1	1	COMPLETE	IV	10912553	10915715	-	IV	10897092	10900442	-	IV	10719760	10722569	-
OG0011376	g11448.t1	Transcript_Y38C1AA.13.1	Transcript_CBG01663.1	transcript_QX1410.43266.1	1	1	1	COMPLETE	IV	10916695	10917001	-	IV	10900530	10901967	-	IV	10724009	10724470	-
OG0011377	g11449.t2	Transcript_Y38C1AA.2.1	Transcript_CBG01662a.1	transcript_QX1410.43267.2	1	1	1	COMPLETE	IV	10917448	10919243	-	IV	10901968	10905206	-	IV	10724660	10726655	-
OG0011378	g11456.t1	Transcript_Y38C1AA.9.1	Transcript_CBG01654.1	transcript_QX1410.43275.1	1	1	1	COMPLETE	IV	10944414	10945585	+	IV	10929118	10930344	+	IV	10751773	10752977	+
OG0011379	g11457.t1	Transcript_R09E10.2.1	Transcript_CBG01653.1	transcript_QX1410.43276.1	1	1	1	COMPLETE	IV	10945685	10946450	-	IV	10930393	10931216	-	IV	10753049	10753862	-
OG0011380	g11461.t1	Transcript_F29C4.2.1	Transcript_CBG01648.1	transcript_QX1410.43280.1	1	1	1	COMPLETE	IV	10974350	10974786	-	IV	10964093	10964644	-	IV	10781598	10782150	-
OG0011381	g11465.t1	Transcript_B0545.3.1	Transcript_CBG01643b.1	transcript_QX1410.6340.2	1	1	1	COMPLETE	IV	10996496	10999059	+	IV	10986212	10988918	+	IV	10803861	10806510	+
OG0011382	g11473.t1	Transcript_T26C12.3a.1	Transcript_CBG01632.1	transcript_QX1410.43293.1	1	1	1	COMPLETE	IV	11046656	11048781	-	IV	11036394	11038642	-	IV	10853931	10856155	-
OG0011383	g11478.t1	Transcript_W08E12.6.1	Transcript_CBG01628.1	transcript_QX1410.43298.1	1	1	1	COMPLETE	IV	11067088	11068007	+	IV	11057087	11058151	+	IV	10874438	10875422	+
OG0011384	g11481.t1	Transcript_W08E12.2.1	Transcript_CBG01624.1	transcript_QX1410.6356.1	1	1	1	COMPLETE	IV	11074427	11074825	+	IV	11064420	11064909	+	IV	10881790	10882188	+
OG0011385	g11482.t1	Transcript_W08E12.9.1	Transcript_CBG26446.1	transcript_QX1410.6357.1	1	1	1	COMPLETE	IV	11074976	11075370	-	IV	11064931	11065437	-	IV	10882339	10882733	-
OG0011386	g11484.t1	Transcript_W08E12.1.1	Transcript_CBG01622.1	transcript_QX1410.6358.1	1	1	1	COMPLETE	IV	11078146	11080285	+	IV	11067857	11069672	+	IV	10885421	10887032	+
OG0011387	g11486.t1	Transcript_M04G7.1.1	Transcript_CBG01620.1	transcript_QX1410.6360.1	1	1	1	COMPLETE	IV	11081468	11082246	+	IV	11071454	11083975	+	IV	10888818	10889651	+
OG0011388	g11488.t1	Transcript_W03G1.5.1	Transcript_CBG01616.1	transcript_QX1410.6362.1	1	1	1	COMPLETE	IV	11111293	11113110	-	IV	11101226	11103169	-	IV	10918547	10920478	-
OG0011389	g11491.t1	Transcript_F56A11.1.1	Transcript_CBG01612.1	transcript_QX1410.43311.1	1	1	1	COMPLETE	IV	11118355	11124417	-	IV	11108360	11114420	-	IV	10925300	10931800	-
OG0011390	g11492.t1	Transcript_F56A11.6.1	Transcript_CBG01613.1	transcript_QX1410.43312.1	1	1	1	COMPLETE	IV	11119118	11120467	+	IV	11108751	11110538	+	IV	10926149	10927849	+
OG0011391	g11494.t2	Transcript_F56A11.3.1	Transcript_CBG01610.1	transcript_QX1410.43314.1	1	1	1	COMPLETE	IV	11126544	11135099	-	IV	11116246	11123698	-	IV	10933586	10942439	-
OG0011392	g11496.t1	Transcript_W03G1.1.1	Transcript_CBG01607a.1	transcript_QX1410.6371.1	1	1	1	COMPLETE	IV	11154050	11156854	-	IV	11144037	11146856	-	IV	10961390	10964194	-
OG0011393	g11497.t1	Transcript_W03G1.7a.1	Transcript_CBG01606.1	transcript_QX1410.6372.2	1	1	1	COMPLETE	IV	11157853	11160772	+	IV	11147854	11150772	+	IV	10965157	10968177	+
OG0011394	g11500.t1	Transcript_K11H12.7.1	Transcript_CBG01603.1	transcript_QX1410.6375.1	1	1	1	COMPLETE	IV	11167479	11169749	-	IV	11157129	11159756	-	IV	10974468	10977028	-
OG0011395	g11501.t1	Transcript_F17E9.8.1	Transcript_CBG01602.1	transcript_QX1410.43321.1	1	1	1	COMPLETE	IV	11172575	11174505	-	IV	11162574	11164580	-	IV	10979844	10981747	-
OG0011396	g11503.t1	Transcript_C36H8.1.1	Transcript_CBG01600.1	transcript_QX1410.6378.1	1	1	1	COMPLETE	IV	11177721	11179125	+	IV	11167631	11169233	+	IV	10984938	10986532	+
OG0011397	g11504.t1	Transcript_F35H10.2.1	Transcript_CBG01598.1	transcript_QX1410.6380.1	1	1	1	COMPLETE	IV	11182590	11183147	-	IV	11172749	11173468	-	IV	10989744	10990442	-
OG0011398	g11506.t1	Transcript_F35H10.10.1	Transcript_CBG01593.1	transcript_QX1410.6382.1	1	1	1	COMPLETE	IV	11198031	11203360	+	IV	11188277	11193952	+	IV	11005272	11010853	+
OG0011399	g11509.t1	Transcript_F35H10.5.1	Transcript_CBG01590.1	transcript_QX1410.43330.1	1	1	1	COMPLETE	IV	11212191	11212479	-	IV	11202386	11202771	-	IV	11019375	11019758	-
OG0011400	g11510.t1	Transcript_F35H10.6.1	Transcript_CBG01589.1	transcript_QX1410.6386.1	1	1	1	COMPLETE	IV	11212711	11213336	-	IV	11202905	11203618	-	IV	11019888	11020625	-
OG0011401	g11512.t1	Transcript_K07H8.1.1	Transcript_CBG01587.1	transcript_QX1410.6388.1	1	1	1	COMPLETE	IV	11215530	11217181	-	IV	11205717	11207470	-	IV	11022727	11024468	-
OG0011402	g11514.t1	Transcript_K07H8.3.1	Transcript_CBG01585.1	transcript_QX1410.6390.1	1	1	1	COMPLETE	IV	11220156	11220789	-	IV	11210280	11211405	-	IV	11027279	11028077	-
OG0011403	g11515.t1	Transcript_K07H8.10.1	Transcript_CBG01584.1	transcript_QX1410.43336.1	1	1	1	COMPLETE	IV	11221284	11223978	+	IV	11211388	11214525	+	IV	11028497	11031522	+
OG0011404	g11516.t1	Transcript_K07H8.9.1	Transcript_CBG01583.1	transcript_QX1410.6392.1	1	1	1	COMPLETE	IV	11225176	11226154	+	IV	11219971	11221062	+	IV	11032252	11033583	+
OG0011405	g11517.t2	Transcript_K07H8.11.1	Transcript_CBG01580.1	transcript_QX1410.6393.3	1	1	1	COMPLETE	IV	11234656	11239562	+	IV	11231114	11234317	+	IV	11041936	11046873	+
OG0011406	g11518.t1	Transcript_K07H8.8.1	Transcript_CBG01579.1	transcript_QX1410.6394.1	1	1	1	COMPLETE	IV	11240817	11243185	+	IV	11235572	11238027	+	IV	11048097	11050465	+
OG0011407	g11521.t1	Transcript_T09A12.2b.1	Transcript_CBG01576.1	transcript_QX1410.43342.1	1	1	1	COMPLETE	IV	11252555	11253266	+	IV	11247196	11248094	+	IV	11059664	11060634	+
OG0011408	g11522.t1	Transcript_T09A12.5.1	Transcript_CBG01575.1	transcript_QX1410.43343.1	1	1	1	COMPLETE	IV	11253544	11254027	+	IV	11248298	11248908	+	IV	11060823	11061420	+
OG0011409	g11526.t1	Transcript_C07G1.6.1	Transcript_CBG01570.1	transcript_QX1410.43348.1	1	1	1	COMPLETE	IV	11285291	11286274	+	IV	11280044	11281026	+	IV	11092589	11093673	+
OG0011410	g11527.t1	Transcript_C07G1.1.1	Transcript_CBG01571.1	transcript_QX1410.43347.1	1	1	1	COMPLETE	IV	11286873	11289947	-	IV	11278276	11284698	-	IV	11090814	11097384	-
OG0011411	g11528.t1	Transcript_Y43F4B.6.1	Transcript_CBG01568a.1	transcript_QX1410.43349.3	1	1	1	COMPLETE	IV	11290884	11296016	-	IV	11285635	11290767	-	IV	11097873	11103428	-
OG0011412	g11530.t1	Transcript_C07G1.8.1	Transcript_CBG01566.1	transcript_QX1410.43351.1	1	1	1	COMPLETE	IV	11299902	11300392	+	IV	11294650	11295192	+	IV	11107135	11107821	+
OG0011413	g11532.t1	Transcript_C07G1.4b.1	Transcript_CBG01563b.1	transcript_QX1410.6405.2	1	1	1	COMPLETE	IV	11307411	11310932	+	IV	11301756	11306052	+	IV	11114735	11118592	+
OG0011414	g11533.t1	Transcript_C07G1.3c.1	Transcript_CBG01560b.1	transcript_QX1410.43353.1	1	1	1	COMPLETE	IV	11312104	11315497	-	IV	11306414	11310225	-	IV	11118988	11122821	-
OG0011415	g11534.t1	Transcript_B0218.6a.1	Transcript_CBG01558.1	transcript_QX1410.6408.1	1	1	1	COMPLETE	IV	11330667	11331817	+	IV	11325388	11326607	+	IV	11137953	11139154	+
OG0011416	g11537.t1	Transcript_B0218.3.1	Transcript_CBG01555.1	transcript_QX1410.43360.1	1	1	1	COMPLETE	IV	11342012	11344005	-	IV	11336603	11338761	-	IV	11148712	11151297	-
OG0011417	g11540.t1	Transcript_F42G8.5.1	Transcript_CBG01552.1	transcript_QX1410.6413.2	1	1	1	COMPLETE	IV	11352838	11355076	-	IV	11355927	11358523	-	IV	11160061	11162624	-
OG0011418	g11541.t2	Transcript_F42G8.12.1	Transcript_CBG01551.1	transcript_QX1410.6414.1	1	1	1	COMPLETE	IV	11355625	11357094	+	IV	11358806	11360275	+	IV	11162891	11164635	+
OG0011419	g11542.t1	Transcript_F42G8.11.1	Transcript_CBG01550a.1	transcript_QX1410.43365.1	1	1	1	COMPLETE	IV	11357691	11358827	+	IV	11359935	11362139	+	IV	11164864	11166149	+
OG0011420	g11543.t1	Transcript_F42G8.6.1	Transcript_CBG01549.1	transcript_QX1410.43366.1	1	1	1	COMPLETE	IV	11358981	11361509	-	IV	11362148	11364726	-	IV	11166193	11168848	-
OG0011421	g11544.t1	Transcript_F42G8.10.1	Transcript_CBG01548.1	transcript_QX1410.43367.1	1	1	1	COMPLETE	IV	11361823	11362575	+	IV	11365004	11367446	+	IV	11169097	11170000	+
OG0011422	g11545.t1	Transcript_F42G8.19a.1	Transcript_CBG01547.1	transcript_QX1410.6418.1	1	1	1	COMPLETE	IV	11362784	11364100	-	IV	11365965	11367281	-	IV	11170067	11171383	-
OG0011423	g11548.t1	Transcript_Y42H9AR.4.1	Transcript_CBG01544.1	transcript_QX1410.43371.1	1	1	1	COMPLETE	IV	11371324	11373561	+	IV	11374493	11377125	+	IV	11178593	11181211	+
OG0011424	g11550.t1	Transcript_Y42H9AR.5.1	Transcript_CBG01542.1	transcript_QX1410.43373.1	1	1	1	COMPLETE	IV	11377583	11379345	-	IV	11380764	11382528	-	IV	11184795	11186633	-
OG0011425	g11551.t1	Transcript_F42G8.9.1	Transcript_CBG01541.1	transcript_QX1410.43374.1	1	1	1	COMPLETE	IV	11380640	11382269	+	IV	11383736	11385510	+	IV	11187831	11189552	+
OG0011426	g11554.t1	Transcript_C26B2.4.1	Transcript_CBG17747b.1	transcript_QX1410.6427.1	1	1	1	COMPLETE	IV	11429784	11433040	-	IV	11433024	11436406	-	IV	11237069	11240325	-
OG0011427	g11557.t1	Transcript_C26B2.1.1	Transcript_CBG17741.1	transcript_QX1410.43381.1	1	1	1	COMPLETE	IV	11462811	11464333	+	IV	11466086	11468953	+	IV	11270033	11271635	+
OG0011428	g11558.t1	Transcript_C26B2.6.1	Transcript_CBG17740.1	transcript_QX1410.43382.1	1	1	1	COMPLETE	IV	11464568	11465660	-	IV	11467861	11468953	-	IV	11271696	11272928	-
OG0011429	g11559.t1	Transcript_C26B2.7a.1	Transcript_CBG17739.1	transcript_QX1410.6432.1	1	1	1	COMPLETE	IV	11465862	11466363	-	IV	11469064	11469717	-	IV	11273018	11273645	-
OG0011430	g11560.t1	Transcript_C26B2.8.1	Transcript_CBG17738.1	transcript_QX1410.6433.2	1	1	1	COMPLETE	IV	11466622	11467912	-	IV	11469813	11471547	-	IV	11273870	11275160	-
OG0011431	g11561.t1	Transcript_Y42H9B.3.1	Transcript_CBG17737.1	transcript_QX1410.6434.1	1	1	1	COMPLETE	IV	11469547	11470555	+	IV	11472838	11474108	+	IV	11276791	11278063	+
OG0011432	g11569.t1	Transcript_F57H12.6.1	Transcript_CBG17730.1	transcript_QX1410.6442.1	1	1	1	COMPLETE	IV	11488963	11489645	-	IV	11491501	11492269	-	IV	11296819	11297584	-
OG0011433	g11570.t1	Transcript_F57H12.3.1	Transcript_CBG17729.1	transcript_QX1410.6443.2	1	1	1	COMPLETE	IV	11491254	11491983	+	IV	11493397	11494687	+	IV	11299161	11300000	+
OG0011434	g11571.t1	Transcript_F57H12.2.1	Transcript_CBG17728.1	transcript_QX1410.43395.1	1	1	1	COMPLETE	IV	11492908	11495115	+	IV	11495353	11497795	+	IV	11300833	11303112	+
OG0011435	g11573.t1	Transcript_F57H12.7a.1	Transcript_CBG17726.1	transcript_QX1410.43397.1	1	1	1	COMPLETE	IV	11497188	11499166	-	IV	11499600	11501799	-	IV	11304854	11307122	-
OG0011436	g11574.t1	Transcript_Y42H9B.1.1	Transcript_CBG17725.1	transcript_QX1410.43398.1	1	1	1	COMPLETE	IV	11500760	11502305	+	IV	11503367	11505021	+	IV	11308682	11310298	+
OG0011437	g11575.t1	Transcript_Y42H9B.2.1	Transcript_CBG17724.1	transcript_QX1410.43399.1	1	1	1	COMPLETE	IV	11502837	11514414	-	IV	11505025	11515261	-	IV	11310310	11322339	-
OG0011438	g11576.t1	Transcript_F57B1.2.1	Transcript_CBG17722.1	transcript_QX1410.6449.1	1	1	1	COMPLETE	IV	11518090	11519672	+	IV	11520337	11522404	+	IV	11324923	11327720	+
OG0011439	g11580.t1	Transcript_F20D12.2.1	Transcript_CBG17718.1	transcript_QX1410.6453.1	1	1	1	COMPLETE	IV	11536318	11540059	-	IV	11538724	11542671	-	IV	11344013	11348004	-
OG0011440	g11583.t1	Transcript_F20D12.7.1	Transcript_CBG30427.1	transcript_QX1410.43408.1	1	1	1	COMPLETE	IV	11552386	11553811	+	IV	11554896	11556418	+	IV	11360010	11361469	+
OG0011441	g11584.t1	Transcript_F20D12.3.1	Transcript_CBG17712.1	transcript_QX1410.43409.1	1	1	1	COMPLETE	IV	11553974	11557415	-	IV	11556505	11560053	-	IV	11361519	11365039	-
OG0011442	g11586.t2	Transcript_C49H3.12a.1	Transcript_CBG17710.1	transcript_QX1410.43411.1	1	1	1	COMPLETE	IV	11564346	11564895	+	IV	11566976	11567615	+	IV	11372014	11372626	+
OG0011443	g11590.t1	Transcript_C49H3.16.1	Transcript_CBG17707.1	transcript_QX1410.43415.1	1	1	1	COMPLETE	IV	11569727	11570513	-	IV	11572038	11573285	-	IV	11377343	11378157	-
OG0011444	g11591.t1	Transcript_C49H3.4.1	Transcript_CBG17705.1	transcript_QX1410.43416.1	1	1	1	COMPLETE	IV	11573444	11574535	-	IV	11576035	11577147	-	IV	11381039	11382215	-
OG0011445	g11595.t1	Transcript_C49H3.8.1	Transcript_CBG17701.1	transcript_QX1410.43420.1	1	1	1	COMPLETE	IV	11587626	11589624	+	IV	11591281	11592127	+	IV	11395248	11397248	+
OG0011446	g11596.t1	Transcript_C55F2.1b.1	Transcript_CBG17698a.1	transcript_QX1410.43421.2	1	1	1	COMPLETE	IV	11589782	11611084	-	IV	11592792	11614808	-	IV	11397272	11418705	-
OG0011447	g11598.t1	Transcript_T06C10.2.1	Transcript_CBG17697b.1	transcript_QX1410.43423.2	1	1	1	COMPLETE	IV	11611618	11617856	-	IV	11615169	11621590	-	IV	11423317	11425495	-
OG0011448	g11600.t1	Transcript_T06C10.4.1	Transcript_CBG17695.1	transcript_QX1410.43425.1	1	1	1	COMPLETE	IV	11624223	11624553	-	IV	11627456	11628297	-	IV	11431356	11432175	-
OG0011449	g11602.t1	Transcript_C06A6.5.1	Transcript_CBG17689.1	transcript_QX1410.6475.1	1	1	1	COMPLETE	IV	11663322	11665650	+	IV	11667037	11669542	+	IV	11471265	11473729	+
OG0011450	g11603.t1	Transcript_C06A6.3.1	Transcript_CBG17688.1	transcript_QX1410.6476.1	1	1	1	COMPLETE	IV	11665935	11667009	-	IV	11669525	11670844	-	IV	11473760	11475050	-
OG0011451	g11608.t1	Transcript_T14A8.1.1	Transcript_CBG17683.1	transcript_QX1410.43433.1	1	1	1	COMPLETE	IV	11679206	11681937	+	IV	11683236	11686271	+	IV	11487172	11490189	+
OG0011452	g11618.t1	Transcript_C33H5.12a.1	Transcript_CBG17675.1	transcript_QX1410.43442.1	1	1	1	COMPLETE	IV	11704285	11705376	+	IV	11706107	11707450	+	IV	11512259	11513604	+
OG0011453	g11620.t1	Transcript_C33H5.10.1	Transcript_CBG17673b.1	transcript_QX1410.43444.1	1	1	1	COMPLETE	IV	11710515	11711845	+	IV	11712631	11714038	+	IV	11518488	11519897	+
OG0011454	g11621.t1	Transcript_C33H5.19.1	Transcript_CBG17672.1	transcript_QX1410.6493.2	1	1	1	COMPLETE	IV	11712117	11712852	+	IV	11714201	11715290	+	IV	11520058	11521038	+
OG0011455	g11622.t1	Transcript_C33H5.9.1	Transcript_CBG17671.1	transcript_QX1410.6494.1	1	1	1	COMPLETE	IV	11713920	11716325	+	IV	11716084	11718649	+	IV	11521895	11524460	+
OG0011456	g11623.t1	Transcript_C33H5.8.1	Transcript_CBG26455.1	transcript_QX1410.43447.1	1	1	1	COMPLETE	IV	11716591	11717531	+	IV	11718757	11720275	+	IV	11524568	11526095	+
OG0011457	g11624.t1	Transcript_C33H5.6.1	Transcript_CBG17670.1	transcript_QX1410.6495.1	1	1	1	COMPLETE	IV	11718423	11719586	-	IV	11720462	11721754	-	IV	11526278	11527567	-
OG0011458	g11625.t1	Transcript_C33H5.7.1	Transcript_CBG17669.1	transcript_QX1410.43449.1	1	1	1	COMPLETE	IV	11719776	11721004	-	IV	11721850	11723201	-	IV	11527659	11529002	-
OG0011459	g11626.t1	Transcript_C46A5.9.1	Transcript_CBG17668.1	transcript_QX1410.43450.1	1	1	1	COMPLETE	IV	11721218	11723988	+	IV	11723229	11726502	+	IV	11529119	11532238	+
OG0011460	g11627.t1	Transcript_C46A5.8.1	Transcript_CBG17667.1	transcript_QX1410.43451.1	1	1	1	COMPLETE	IV	11724451	11726091	+	IV	11726590	11728562	+	IV	11532369	11534349	+
OG0011461	g11628.t1	Transcript_C46A5.1.1	Transcript_CBG17666.1	transcript_QX1410.6499.1	1	1	1	COMPLETE	IV	11727436	11729740	-	IV	11729519	11731920	-	IV	11535413	11537717	-
OG0011462	g11629.t1	Transcript_C46A5.6.1	Transcript_CBG17664.1	transcript_QX1410.43453.1	1	1	1	COMPLETE	IV	11729862	11733843	+	IV	11732021	11736146	+	IV	11537839	11541958	+
OG0011463	g11630.t1	Transcript_C46A5.2.1	Transcript_CBG17665.1	transcript_QX1410.6501.1	1	1	1	COMPLETE	IV	11730764	11731251	-	IV	11732930	11735145	-	IV	11538741	11540839	-
OG0011464	g11632.t2	Transcript_C46A5.4.1	Transcript_CBG17660.1	transcript_QX1410.43456.2	1	1	1	COMPLETE	IV	11735865	11747936	+	IV	11737967	11750205	+	IV	11543842	11555914	+
OG0011465	g11636.t1	Transcript_C50F7.1b.1	Transcript_CBG17657.1	transcript_QX1410.43461.1	1	1	1	COMPLETE	IV	11753581	11755838	-	IV	11755746	11758003	-	IV	11561304	11563863	-
OG0011466	g11640.t1	Transcript_R11A8.2.1	Transcript_CBG17653.1	transcript_QX1410.6512.1	1	1	1	COMPLETE	IV	11767959	11769693	+	IV	11770123	11771857	+	IV	11575895	11577756	+
OG0011467	g11643.t1	Transcript_T25B9.1.1	Transcript_CBG17650.1	transcript_QX1410.6515.1	1	1	1	COMPLETE	IV	11775000	11776919	+	IV	11777164	11779082	+	IV	11582946	11584926	+
OG0011468	g11644.t1	Transcript_T25B9.3a.1	Transcript_CBG17649.1	transcript_QX1410.43469.1	1	1	1	COMPLETE	IV	11777072	11780928	-	IV	11779102	11783091	-	IV	11584910	11588897	-
OG0011469	g11645.t1	Transcript_ZC168.5.1	Transcript_CBG17648.1	transcript_QX1410.6517.1	1	1	1	COMPLETE	IV	11786860	11787612	-	IV	11788892	11789798	-	IV	11594717	11595609	-
OG0011470	g11647.t1	Transcript_ZC168.3a.1	Transcript_CBG17646.1	transcript_QX1410.6519.1	1	1	1	COMPLETE	IV	11790502	11792479	+	IV	11792660	11794715	+	IV	11598463	11600523	+
OG0011471	g11648.t2	Transcript_ZC168.2.1	Transcript_CBG17645.1	transcript_QX1410.43473.1	1	1	1	COMPLETE	IV	11795894	11796300	-	IV	11797680	11798575	-	IV	11603863	11604227	-
OG0011472	g11649.t1	Transcript_ZC168.1.1	Transcript_CBG17641.1	transcript_QX1410.43474.1	1	1	1	COMPLETE	IV	11803509	11809226	-	IV	11806249	11812103	-	IV	11611350	11617195	-
OG0011473	g11650.t1	Transcript_R102.9.1	Transcript_CBG17640.1	transcript_QX1410.6522.1	1	1	1	COMPLETE	IV	11813711	11815763	+	IV	11816558	11818901	+	IV	11622932	11624984	+
OG0011474	g11654.t1	Transcript_C06G8.2.1	Transcript_CBG17637.1	transcript_QX1410.6526.1	1	1	1	COMPLETE	IV	11829666	11832943	-	IV	11832337	11836113	-	IV	11638709	11642343	-
OG0011475	g11656.t1	Transcript_C06G8.1.1	Transcript_CBG17635.1	transcript_QX1410.6528.1	1	1	1	COMPLETE	IV	11847471	11848754	+	IV	11850246	11851892	+	IV	11656572	11658221	+
OG0011476	g11658.t1	Transcript_T25B9.9.1	Transcript_CBG17632.1	transcript_QX1410.6530.1	1	1	1	COMPLETE	IV	11856777	11858563	-	IV	11859415	11861431	-	IV	11665728	11667746	-
OG0011477	g11659.t1	Transcript_T25B9.12.1	Transcript_CBG17631.1	transcript_QX1410.43485.1	1	1	1	COMPLETE	IV	11860710	11861158	-	IV	11863574	11864022	-	IV	11669523	11670337	-
OG0011478	g11662.t1	Transcript_R13.2.1	Transcript_CBG17628.1	transcript_QX1410.6534.1	1	1	1	COMPLETE	IV	11866979	11869314	+	IV	11869842	11872268	+	IV	11676162	11678497	+
OG0011479	g11665.t2	Transcript_R13.3.1	Transcript_CBG17620a.1	transcript_QX1410.43491.2	1	1	1	COMPLETE	IV	11896550	11900140	-	IV	11899215	11903015	-	IV	11705458	11709338	-
